establecimiento,año,ha_perdida
846358,2022,0.0
846358,2023,0.0
857625,2001,0.0
857625,2002,0.0
857625,2003,0.0
857625,2004,0.0
857625,2005,0.0
857625,2006,0.0
857625,2007,0.0
857625,2008,0.0
857625,2009,0.0
857625,2010,0.0
857625,2011,0.0
857625,2012,1.681163149701286
857625,2013,0.8437174837239583
857625,2014,0.04835552892348345
857625,2015,0.0
857625,2016,0.08006624755859375
857625,2017,0.0
857625,2018,0.0
857625,2019,0.0
857625,2020,0.0
857625,2021,93.49559020936212
857625,2022,0.0
857625,2023,0.0
875133,2001,0.0
875133,2002,0.0
875133,2003,1.4099074078249465
875133,2004,63.71375400886113
875133,2005,10.351577123089944
875133,2006,13.111398778506988
875133,2007,26.026575544577206
875133,2008,39.99140254815786
875133,2009,0.1600688049316406
875133,2010,10.383033369643272
875133,2011,1.6806229370117196
875133,2012,43.72693490258326
875133,2013,0.16006156005859376
875133,2014,0.5411114120662913
875133,2015,0.0
875133,2016,0.0
875133,2017,0.0
875133,2018,0.0
875133,2019,0.0
875133,2020,0.0
875133,2021,0.0
875133,2022,0.0
875133,2023,5.282609289550778
885496,2001,0.0
885496,2002,0.0
885496,2003,0.0800766357421875
885496,2004,0.0
885496,2005,0.0
885496,2006,0.0
885496,2007,0.0
885496,2008,0.0
885496,2009,0.0
885496,2010,0.0
885496,2011,0.0
885496,2012,0.08007774658203125
885496,2013,0.0
885496,2014,0.0
885496,2015,0.17648589341107537
885496,2016,0.0
885496,2017,0.0
885496,2018,0.24022304077148438
885496,2019,0.0
885496,2020,0.0
885496,2021,68.39980444572899
885496,2022,25.19296660184975
885496,2023,4.882187555769381
885498,2001,0.08007404174804687
885498,2002,0.0
885498,2003,0.0
885498,2004,0.0
885498,2005,0.0
885498,2006,0.0
885498,2007,0.0
885498,2008,0.0
885498,2009,0.0
885498,2010,0.0
885498,2011,0.3671185139495251
885498,2012,55.6961124544511
885498,2013,0.64054873046875
885498,2014,0.0
885498,2015,0.0
885498,2016,0.0
885498,2017,0.2728632536046645
